web-scraper-order,web-scraper-start-url,link,link-href,name,cena,chipset,memoery,memorytype,image-src
"1698053662-1","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/370863-karta-graficzna-nvidia-asus-geforce-gt-1030-phoenix-oc-2gb-gddr5.html","ASUS GeForce GT 1030 Phoenix OC 2GB GDDR5","519,00 zł","GeForce GT 1030","2 GB","GDDR5","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/6/pr_2017_6_22_8_13_14_942.png"
"1698053669-2","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/597359-karta-graficzna-nvidia-pny-quadro-p1000-dvi-4gb-gddr5.html","PNY Quadro P1000 DVI 4GB GDDR5","1 899,00 zł","Quadro P1000","4 GB","GDDR5","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/10/pr_2020_10_8_12_28_55_527_03.jpg"
"1698053673-3","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/623612-karta-graficzna-nvidia-pny-quadro-p400-v2-2gb-gddr5.html","PNY Quadro P400 V2 2GB GDDR5","679,00 zł","Quadro P400","2 GB","GDDR5","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_19_13_13_17_554_02.jpg"
"1698053678-4","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/623625-karta-graficzna-nvidia-pny-quadro-rtx-5000-16gb-gddr6.html","PNY Quadro RTX 5000 16GB GDDR6","10 699,00 zł","Quadro RTX 5000","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_19_14_40_45_109_00.jpg"
"1698053685-5","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/633459-karta-graficzna-nvidia-palit-geforce-rtx-3060-dual-oc-12gb-gddr6.html","Palit GeForce RTX 3060 Dual OC 12GB GDDR6","1 799,00 zł","GeForce RTX 3060","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/2/pr_2021_2_23_13_41_37_415_02.jpg"
"1698053691-6","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/658547-karta-graficzna-nvidia-palit-geforce-rtx-3070-ti-gaming-pro-8gb-gddr6x.html","Palit GeForce RTX 3070 Ti Gaming Pro 8GB GDDR6X","3 199,00 zł","GeForce RTX 3070 Ti","8 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/6/pr_2021_6_9_13_41_1_403_03.jpg"
"1698053696-7","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/661718-karta-graficzna-amd-amd-radeon-pro-w6800-32gb-gddr6.html","AMD Radeon PRO W6800 32GB GDDR6","6 199,00 zł","Radeon™ Pro W6800","32 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/6/pr_2021_6_19_14_5_48_91_03.jpg"
"1698053701-8","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/670403-karta-graficzna-nvidia-pny-quadro-t1000-4gb-gddr6.html","PNY Quadro T1000 4GB GDDR6","1 999,00 zł","Quadro T1000","4 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_26_14_2_49_841_03.jpg"
"1698053708-9","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/671956-karta-graficzna-nvidia-asus-geforce-rtx-3060-phoenix-v2-lhr-12gb-gddr6.html","ASUS GeForce RTX 3060 Phoenix V2 LHR 12GB GDDR6","1 899,00 zł","GeForce RTX 3060","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_3_9_35_32_870_06.jpg"
"1698053712-10","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/712858-karta-graficzna-nvidia-pny-quadro-rtx-a4000-16gb-gddr6-smallbox.html","PNY Quadro RTX A4000 16GB GDDR6 Smallbox","5 290,00 zł","Quadro RTX 4000","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_31_10_34_54_32_01.jpg"
"1698053718-11","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/715089-karta-graficzna-amd-asrock-radeon-rx-6500-xt-phantom-gaming-d-oc-4gb-gddr6.html","ASRock Radeon RX 6500 XT Phantom Gaming D OC 4GB GDDR6","849,00 zł","Radeon™ RX 6500 XT","4 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_19_15_26_3_437_04.jpg"
"1698053724-12","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/742126-karta-graficzna-amd-xfx-radeon-rx-6800-xt-speedster-merc-319-16gb-gddr6.html","XFX Radeon RX 6800 XT Speedster MERC 319 16GB GDDR6","2 799,00 zł","Radeon™ RX 6800 XT","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/4/pr_2022_4_22_10_52_10_786_06.jpg"
"1698053730-13","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/742555-karta-graficzna-amd-asrock-radeon-rx-6400-challenger-itx-4gb-gddr6.html","ASRock Radeon RX 6400 Challenger ITX 4GB GDDR6","759,00 zł","Radeon™ RX 6400","4 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_11_11_37_30_655_00.png"
"1698053736-14","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/744262-karta-graficzna-nvidia-pny-quadro-a5000-24gb-gddr6.html","PNY Quadro A5000 24GB GDDR6","13 799,00 zł","Quadro RTX A5000","24 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/4/pr_2022_4_29_9_27_4_888_00.jpg"
"1698053746-15","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1053241-karta-graficzna-amd-powercolor-radeon-rx-6700-xt-fighter-12gb-gddr6.html","PowerColor Radeon RX 6700 XT Fighter 12GB GDDR6","2 199,00 zł","Radeon™ RX 6700 XT","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/6/pr_2022_6_30_14_36_33_620_04.jpg"
"1698053754-16","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1070736-karta-graficzna-nvidia-pny-quadro-a4500-20gb-gddr6.html","PNY Quadro A4500 20GB GDDR6","7 399,00 zł","Quadro RTX A4500","20 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_22_12_35_26_185_04.jpg"
"1698053759-17","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1075553-karta-graficzna-nvidia-inno3d-geforce-rtx-4090-ichill-black-24gb-gddr6x.html","Inno3D GeForce RTX 4090 iChill Black 24GB GDDR6X","9 199,00 zł","GeForce RTX 4090","24 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_10_12_34_19_865_01.jpg"
"1698053764-18","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1083476-karta-graficzna-nvidia-gigabyte-geforce-rtx-4080-eagle-16gb-gddrx6.html","Gigabyte GeForce RTX 4080 EAGLE 16GB GDDRX6","6 399,00 zł","GeForce RTX 4080","16 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_9_12_36_11_846_00.jpg"
"1698053771-19","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1083483-karta-graficzna-nvidia-palit-geforce-rtx-4080-gamerock-16gb-gddr6x.html","Palit GeForce RTX 4080 GameRock 16GB GDDR6X","5 899,00 zł","GeForce RTX 4080","16 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_24_7_9_1_886_00.jpg"
"1698053775-20","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1083487-karta-graficzna-nvidia-inno3d-geforce-rtx-4080-ichill-black-16gb-gddr6x.html","Inno3D GeForce RTX 4080 ICHILL BLACK 16GB GDDR6X","6 799,00 zł","GeForce RTX 4080","16 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_10_10_39_53_898_02.jpg"
"1698053781-21","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1101320-karta-graficzna-nvidia-zotac-geforce-rtx-4070-ti-gaming-amp-extreme-airo-12gb-gddr6x.html","Zotac GeForce RTX 4070 Ti Gaming AMP EXTREME AIRO 12GB GDDR6X","4 599,00 zł","GeForce RTX 4070 Ti","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_3_13_16_21_403_00.jpg"
"1698053787-22","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1104112-karta-graficzna-amd-powercolor-radeon-rx-7900-xt-hellhound-20gb-gddr6.html","PowerColor Radeon RX 7900 XT Hellhound 20GB GDDR6","5 349,00 zł","Radeon™ RX 7900 XT","20 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_2_10_58_5_177_00.jpg"
"1698053795-23","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1107146-karta-graficzna-nvidia-palit-geforce-rtx-4080-gamingpro-oc-16gb-gddr6x.html","Palit GeForce RTX 4080 GamingPro OC 16GB GDDR6X","6 599,00 zł","GeForce RTX 4080","16 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_12_7_44_13_968_06.jpg"
"1698053800-24","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1107147-karta-graficzna-nvidia-palit-geforce-rtx-4080-gamingpro-16gb-gddr6x.html","Palit GeForce RTX 4080 GamingPro 16GB GDDR6X","6 699,00 zł","GeForce RTX 4080","16 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_12_8_11_26_836_07.jpg"
"1698053808-25","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1107862-karta-graficzna-nvidia-gigabyte-geforce-rtx-3060-gaming-oc-8gb-gddr6.html","Gigabyte GeForce RTX 3060 GAMING OC 8GB GDDR6","1 599,00 zł","GeForce RTX 3060","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_16_13_45_12_509_07.jpg"
"1698053813-26","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1116312-karta-graficzna-amd-sapphire-radeon-rx-7900-xtx-nitro-gaming-oc-24gb-gddr6.html","Sapphire Radeon RX 7900 XTX NITRO+ GAMING OC 24GB GDDR6","5 889,00 zł","Radeon™ RX 7900 XTX","24 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/2/pr_2023_2_10_17_58_21_278_05.jpg"
"1698053817-27","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1116313-karta-graficzna-amd-sapphire-radeon-rx-7900-xt-nitro-gaming-oc-20gb-gddr6.html","Sapphire Radeon RX 7900 XT NITRO+ GAMING OC 20GB GDDR6","5 399,00 zł","Radeon™ RX 7900 XT","20 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/2/pr_2023_2_10_17_29_36_106_05.jpg"
"1698053824-28","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1132675-karta-graficzna-nvidia-asus-geforce-rtx-4070-dual-oc-12gb-gddr6x.html","ASUS GeForce RTX 4070 DUAL OC 12GB GDDR6X","3 199,00 zł","GeForce RTX 4070","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_13_8_51_13_991_00.jpg"
"1698053830-29","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1134481-karta-graficzna-nvidia-asus-geforce-rtx-4070-dual-oc-white-12gb-gddr6x.html","ASUS GeForce RTX 4070 DUAL OC WHITE 12GB GDDR6X","3 499,00 zł","GeForce RTX 4070","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_13_8_41_48_921_11.jpg"
"1698053836-30","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1146637-karta-graficzna-nvidia-asus-geforce-rtx-4060-ti-dual-white-oc-8g-gddr6.html","ASUS GeForce RTX 4060 Ti Dual White OC 8G GDDR6","2 199,00 zł","GeForce RTX 4060 Ti","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_23_15_16_14_263_00.jpg"
"1698053843-31","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1151790-karta-graficzna-nvidia-zotac-geforce-rtx-4070-ti-amp-airo-spiderman-12gb-gddr6x.html","Zotac GeForce RTX 4070 Ti AMP AIRO SPIDERMAN 12GB GDDR6X","4 499,00 zł","GeForce RTX 4070 Ti","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_15_10_53_22_684_00.jpg"
"1698053849-32","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1162136-karta-graficzna-nvidia-pny-geforce-rtx-4060-ti-xlr8-verto-gaming-16gb-gddr6.html","PNY GeForce RTX 4060 Ti XLR8 VERTO Gaming 16GB GDDR6","2 769,00 zł","GeForce RTX 4060 Ti","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_18_11_35_22_332_00.jpg"
"1698053853-33","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1173002-karta-graficzna-nvidia-gigabyte-rtx-3060-gaming-oc-8gb-gddr6.html","Gigabyte RTX 3060 GAMING OC 8GB GDDR6","1 449,00 zł","GeForce RTX 3060","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/10/pr_2023_10_18_12_57_19_411_00.jpg"
"1698053859-34","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177615-karta-graficzna-amd-powercolor-radeon-rx-7800-xt-limited-edition-16gb-gddr6.html","PowerColor Radeon RX 7800 XT Limited Edition 16GB GDDR6","3 299,00 zł","Radeon™ RX 7800 XT","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_6_13_2_45_745_00.jpg"
"1698053865-35","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177917-karta-graficzna-nvidia-inno3d-geforce-rtx-4090-x3-oc-white-24gb-gddr6x.html","Inno3D GeForce RTX 4090 X3 OC WHITE 24GB GDDR6X","8 399,00 zł","GeForce RTX 4090","24 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_21_15_29_50_269_00.jpg"
"1698053870-36","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177919-karta-graficzna-nvidia-inno3d-geforce-rtx-4070-ti-x3-oc-white-12gb-gddr6x.html","Inno3D GeForce RTX 4070 Ti X3 OC WHITE 12GB GDDR6X","4 199,00 zł","GeForce RTX 4070 Ti","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_21_15_39_46_223_00.jpg"
"1698053875-37","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1180615-karta-graficzna-nvidia-pny-rtx-a2000-12gb-gddr6.html","PNY RTX A2000 12GB GDDR6","2 849,00 zł","Quadro RTX A2000","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/10/pr_2023_10_4_15_27_22_373_00.jpg"
"1698053922-46","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1186428-karta-graficzna-intel-asrock-a580-challenger-oc-8gb-gddr6.html","ASRock A580 Challenger OC 8GB GDDR6","999,00 zł","Intel Arc A580","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/10/pr_2023_10_11_12_41_1_969_00.jpg"
"1698053928-47","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1187328-karta-graficzna-amd-powercolor-fighter-radeon-rx-7800-xt-16gb-gddr6.html","PowerColor Fighter Radeon RX 7800 XT 16GB GDDR6","2 699,00 zł","Radeon™ RX 7800 XT","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/10/pr_2023_10_17_9_56_16_575_00.jpg"
"1698053935-48","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1188987-karta-graficzna-amd-asrock-radeon-rx-7800-xt-challenger-oc-16gb-gddr6.html","ASRock Radeon RX 7800 XT Challenger OC 16GB GDDR6","2 699,00 zł","Radeon™ RX 7800 XT","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/10/pr_2023_10_17_10_31_45_368_00.jpg"
"1698053941-49","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1188989-karta-graficzna-amd-xfx-radeon-rx-7800-xt-speedster-qick319-cr-16gb-gddr6.html","XFX Radeon RX 7800 XT SPEEDSTER QICK319 CR 16GB GDDR6","2 799,00 zł","Radeon™ RX 7800 XT","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/10/pr_2023_10_17_11_11_11_693_00.jpg"
"1698053946-50","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/428856-karta-graficzna-nvidia-msi-geforce-gt-1030-2ghd4-lp-oc-2gb-ddr4.html","MSI GeForce GT 1030 2GHD4 LP OC 2GB DDR4","439,00 zł","GeForce GT 1030","2 GB","DDR4","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/5/pr_2018_5_9_17_56_43_39_00.jpg"
"1698053952-51","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/564177-karta-graficzna-nvidia-asus-geforce-gtx-1650-tuf-gaming-oc-4gb-gddr6.html","ASUS GeForce GTX 1650 TUF Gaming OC 4GB GDDR6","1 069,00 zł","GeForce GTX 1650","4 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/5/pr_2020_5_22_18_56_44_617_04.jpg"
"1698053957-52","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/623617-karta-graficzna-nvidia-pny-quadro-p1000-v2-4gb-gddr5.html","PNY Quadro P1000 V2 4GB GDDR5","1 499,00 zł","Quadro P1000","4 GB","GDDR5","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_19_13_36_35_581_02.jpg"
