web-scraper-order,web-scraper-start-url,link,link-href,name,cena,chipset,memoery,memorytype,image-src
"1698054810-186","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1172524-karta-graficzna-nvidia-msi-geforce-rtx-4070-ti-gaming-x-slim-12gb-gddr6.html","MSI GeForce RTX 4070 Ti GAMING X SLIM 12GB GDDR6","4 199,00 zł","GeForce RTX 4070 Ti","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_21_16_14_27_169_00.jpg"
"1698054816-187","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1156769-karta-graficzna-nvidia-gigabyte-geforce-rtx-4060-aero-oc-8gb-gddr6.html","Gigabyte GeForce RTX 4060 Aero OC 8GB GDDR6","1 769,00 zł","GeForce RTX 4060","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_28_12_40_1_214_00.jpg"
"1698054821-188","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171281-karta-graficzna-nvidia-msi-geforce-rtx-4070-ventus-3x-e-oc-12gb-gddr6x.html","MSI GeForce RTX 4070 VENTUS 3X E OC 12GB GDDR6X","3 199,00 zł","GeForce RTX 4070","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_28_13_2_16_624_00.jpg"
"1698054828-189","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/673213-karta-graficzna-nvidia-asus-geforce-rtx-3070-dual-oc-v2-lhr-8gb-gddr6.html","ASUS GeForce RTX 3070 DUAL OC V2 LHR 8GB GDDR6","2 399,00 zł","GeForce RTX 3070","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_11_15_48_54_57_00.jpg"
"1698054835-190","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1130790-karta-graficzna-nvidia-gainward-geforce-rtx-4070-ti-panther-12gb-gddr6x.html","Gainward GeForce RTX 4070 Ti Panther 12GB GDDR6X","4 099,00 zł","GeForce RTX 4070 Ti","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_24_8_37_58_786_00.jpg"
"1698054841-191","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1162036-karta-graficzna-nvidia-gigabyte-geforce-rtx-4060-ti-gaming-oc-16gb-gddr6.html","Gigabyte GeForce RTX 4060 Ti Gaming OC 16GB GDDR6","2 699,00 zł","GeForce RTX 4060 Ti","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_18_9_49_57_460_00.jpg"
"1698054848-192","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1183113-karta-graficzna-amd-sapphire-radeon-rx-7800-xt-gaming-16gb-gddr6.html","Sapphire Radeon RX 7800 XT GAMING 16GB GDDR6","2 999,00 zł","Radeon™ RX 7800 XT","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_27_12_45_44_747_00.jpg"
"1698054854-193","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/742847-karta-graficzna-amd-asus-radeon-rx-6750-xt-dual-oc-12gb-gddr6.html","ASUS Radeon RX 6750 XT Dual OC 12GB GDDR6","1 999,00 zł","Radeon™ RX 6750 XT","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_11_13_46_9_464_04.jpg"
"1698054861-194","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1162127-karta-graficzna-nvidia-inno3d-geforce-rtx-4060-ti-twin-x2-oc-16gb-gddr6.html","Inno3D GeForce RTX 4060 Ti Twin X2 OC 16GB GDDR6","2 349,00 zł","GeForce RTX 4060 Ti","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_18_11_0_2_89_00.jpg"
"1698054867-195","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/662309-karta-graficzna-nvidia-asus-geforce-rtx-3060-tuf-gaming-oc-v2-lhr-12gb-gddr6.html","ASUS GeForce RTX 3060 TUF GAMING OC V2 LHR 12GB GDDR6","1 759,00 zł","GeForce RTX 3060","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/6/pr_2021_6_19_19_38_44_208_02.jpg"
"1698054874-196","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/662307-karta-graficzna-nvidia-asus-geforce-rtx-3060-dual-oc-v2-lhr-12gb-gddr6.html","ASUS GeForce RTX 3060 DUAL OC V2 LHR 12GB GDDR6","1 499,00 zł","GeForce RTX 3060","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/6/pr_2021_6_19_20_0_23_57_02.jpg"
"1698054880-197","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177385-karta-graficzna-amd-sapphire-radeon-rx-7800-xt-nitro-16gb-gddr6.html","Sapphire Radeon RX 7800 XT NITRO+ 16GB GDDR6","3 149,00 zł","Radeon™ RX 7800 XT","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_5_14_11_7_621_00.jpg"
"1698054886-198","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1157827-karta-graficzna-amd-gigabyte-radeon-rx-7600-gaming-oc-8gb-gddr6.html","Gigabyte Radeon RX 7600 Gaming OC 8GB GDDR6","1 459,00 zł","Radeon™ RX 7600","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_11_14_56_39_85_06.jpg"
"1698054893-199","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1146117-karta-graficzna-nvidia-gainward-geforce-rtx-4060-ti-ghost-8gb-gddr6.html","Gainward GeForce RTX 4060 Ti Ghost 8GB GDDR6","1 999,00 zł","GeForce RTX 4060 Ti","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_23_9_0_45_444_00.jpg"
"1698054900-200","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1096141-karta-graficzna-nvidia-gigabyte-geforce-rtx-4070-ti-gaming-oc-12gb-gddr6x.html","Gigabyte GeForce RTX 4070 Ti GAMING OC 12GB GDDR6X","4 699,00 zł","GeForce RTX 4070 Ti","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_2_9_21_4_439_07.jpg"
"1698054908-201","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1157778-karta-graficzna-amd-asus-radeon-rx-6600-dual-v2-8gb-gddr6.html","ASUS Radeon RX 6600 Dual V2 8GB GDDR6","1 049,00 zł","Radeon™ RX 6600","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_12_9_34_44_185_00.jpg"
"1698054913-202","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177392-karta-graficzna-amd-sapphire-radeon-rx-7700-xt-pulse-12gb-gddr6.html","Sapphire Radeon RX 7700 XT PULSE 12GB GDDR6","2 299,00 zł","Radeon™ RX 7700 XT","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_5_13_22_2_329_00.jpg"
"1698054922-203","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/523938-karta-graficzna-nvidia-asus-geforce-gtx-1660-super-dual-oc-evo-6gb-gddr6.html","ASUS GeForce GTX 1660 SUPER DUAL OC EVO 6GB GDDR6","1 099,00 zł","GeForce GTX 1660 SUPER","6 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/10/pr_2019_10_30_11_19_29_248_04.jpg"
"1698054928-204","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/687373-karta-graficzna-amd-asrock-radeon-rx-6600-challenger-d-8gb-gddr6.html","ASRock Radeon RX 6600 Challenger D 8GB GDDR6","999,00 zł","Radeon™ RX 6600","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_13_13_18_37_49_00.jpg"
"1698054932-205","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1162039-karta-graficzna-nvidia-msi-geforce-rtx-4060-ti-ventus-3x-oc-16gb-gddr6.html","MSI GeForce RTX 4060 Ti Ventus 3X OC 16GB GDDR6","2 459,00 zł","GeForce RTX 4060 Ti","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_18_9_27_1_91_00.jpg"
"1698054937-206","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177390-karta-graficzna-amd-sapphire-radeon-rx-7800-xt-pulse-16gb-gddr6.html","Sapphire Radeon RX 7800 XT PULSE 16GB GDDR6","2 789,00 zł","Radeon™ RX 7800 XT","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_5_13_56_43_175_00.jpg"
"1698054943-207","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1156777-karta-graficzna-nvidia-msi-geforce-rtx-4060-gaming-x-8gb-gddr6.html","MSI GeForce RTX 4060 Gaming X 8GB GDDR6","1 799,00 zł","GeForce RTX 4060","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_28_13_31_47_794_00.jpg"
"1698054949-208","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1156779-karta-graficzna-nvidia-gainward-geforce-rtx-4060-ghost-8gb-gddr6.html","Gainward GeForce RTX 4060 Ghost 8GB GDDR6","1 549,00 zł","GeForce RTX 4060","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_29_6_32_39_244_00.jpg"
"1698054957-209","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1135379-karta-graficzna-nvidia-gigabyte-geforce-rtx-4070-gaming-oc-12gb-gddr6x.html","Gigabyte GeForce RTX 4070 GAMING OC 12GB GDDR6X","3 599,00 zł","GeForce RTX 4070","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_11_12_6_47_119_07.jpg"
"1698054965-210","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/687464-karta-graficzna-amd-gigabyte-radeon-rx-6600-eagle-8gb-gddr6.html","Gigabyte Radeon RX 6600 EAGLE 8GB GDDR6","1 069,00 zł","Radeon™ RX 6600","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_13_8_50_59_821_00.jpg"
"1698054972-211","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1156882-karta-graficzna-nvidia-asus-geforce-rtx-4060-dual-oc-8gb-gddr6.html","ASUS GeForce RTX 4060 Dual OC 8GB GDDR6","1 599,00 zł","GeForce RTX 4060","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_28_11_27_23_748_00.jpg"
"1698054979-212","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/687690-karta-graficzna-amd-msi-radeon-rx-6600-mech-2x-8gb-gddr6.html","MSI Radeon RX 6600 MECH 2X 8GB GDDR6","999,00 zł","Radeon™ RX 6600","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_13_10_47_35_523_00.jpg"
"1698054986-213","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1124981-karta-graficzna-nvidia-gainward-geforce-rtx-4070-ghost-12gb-gddr6x.html","Gainward GeForce RTX 4070 Ghost 12GB GDDR6X","2 949,00 zł","GeForce RTX 4070","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_11_11_26_41_555_06.jpg"
"1698054992-214","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1156757-karta-graficzna-nvidia-inno3d-geforce-rtx-4060-twin-x2-oc-8gb-gddr6.html","Inno3D GeForce RTX 4060 TWIN X2 OC 8GB GDDR6","1 549,00 zł","GeForce RTX 4060","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_28_9_42_17_834_00.jpg"
"1698054999-215","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/688539-karta-graficzna-amd-sapphire-radeon-rx-6600-gaming-pulse-8gb-gddr6.html","Sapphire Radeon RX 6600 GAMING Pulse 8GB GDDR6","1 099,00 zł","Radeon™ RX 6600","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_21_15_1_9_475_00.jpg"
"1698055009-216","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1072799-karta-graficzna-nvidia-gigabyte-geforce-rtx-3060-windforce-oc-12gb-gddr6.html","Gigabyte GeForce RTX 3060 WINDFORCE OC 12GB GDDR6","1 499,00 zł","GeForce RTX 3060","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_14_17_12_0_270_07.jpg"
"1698055015-217","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1135381-karta-graficzna-nvidia-gigabyte-geforce-rtx-4070-eagle-oc-12gb-gddr6x.html","Gigabyte GeForce RTX 4070 EAGLE OC 12GB GDDR6X","3 199,00 zł","GeForce RTX 4070","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_11_11_57_49_631_04.jpg"
"1698055023-218","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1098603-karta-graficzna-nvidia-msi-geforce-rtx-4070-ti-ventus-3x-oc-12gb-gddr6x.html","MSI GeForce RTX 4070 Ti VENTUS 3X OC 12GB GDDR6X","4 179,00 zł","GeForce RTX 4070 Ti","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_3_9_27_23_61_00.jpg"
"1698055031-219","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/633465-karta-graficzna-nvidia-gainward-geforce-rtx-3060-ghost-12gb-gddr6.html","Gainward GeForce RTX 3060 Ghost 12GB GDDR6","1 399,00 zł","GeForce RTX 3060","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/2/pr_2021_2_23_14_0_42_139_01.jpg"
"1698055040-220","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/633020-karta-graficzna-nvidia-zotac-geforce-rtx-3060-twin-edge-oc-lhr-12gb-gddr6.html","Zotac GeForce RTX 3060 Twin Edge OC LHR 12GB GDDR6","1 459,00 zł","GeForce RTX 3060","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/2/pr_2021_2_22_13_39_29_197_04.jpg"
"1698055046-221","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/633021-karta-graficzna-nvidia-zotac-geforce-rtx-3060-twin-edge-12gb-gddr6.html","Zotac GeForce RTX 3060 Twin Edge 12GB GDDR6","1 429,00 zł","GeForce RTX 3060","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/2/pr_2021_2_22_13_53_10_939_04.jpg"
"1698055052-222","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/632856-karta-graficzna-nvidia-msi-geforce-rtx-3060-ventus-x3-oc-12gb-gddr6.html","MSI GeForce RTX 3060 Ventus X3 OC 12GB GDDR6","1 499,00 zł","GeForce RTX 3060","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/2/pr_2021_2_22_13_20_23_614_04.jpg"
"1698055056-223","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177471-karta-graficzna-amd-gigabyte-radeon-rx-7800-xt-gaming-oc-16gb-gddr6.html","Gigabyte Radeon RX 7800 XT Gaming OC 16GB GDDR6","2 899,00 zł","Radeon™ RX 7800 XT","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_6_9_40_22_321_00.jpg"
"1698055062-224","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/630712-karta-graficzna-nvidia-msi-geforce-rtx-3060-ventus-2x-oc-12gb-gddr6.html","MSI GeForce RTX 3060 VENTUS 2X OC 12GB GDDR6","1 449,00 zł","GeForce RTX 3060","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/2/pr_2021_2_12_15_20_7_335_04.jpg"
"1698055067-225","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1156776-karta-graficzna-nvidia-msi-geforce-rtx-4060-ventus-2x-black-oc-8gb-gddr6.html","MSI GeForce RTX 4060 Ventus 2X Black OC 8GB GDDR6","1 519,00 zł","GeForce RTX 4060","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_28_13_23_12_64_00.jpg"
"1698055074-226","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/641503-karta-graficzna-amd-sapphire-radeon-rx-6700-xt-pulse-12gb-gddr6.html","Sapphire Radeon RX 6700 XT PULSE 12GB GDDR6","1 869,00 zł","Radeon™ RX 6700 XT","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/3/pr_2021_3_23_11_42_48_851_00.jpg"
"1698055083-227","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1156772-karta-graficzna-nvidia-gigabyte-geforce-rtx-4060-eagle-oc-8gb-gddr6.html","Gigabyte GeForce RTX 4060 Eagle OC 8GB GDDR6","1 699,00 zł","GeForce RTX 4060","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_28_12_18_59_269_00.jpg"
"1698055089-228","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1133677-karta-graficzna-nvidia-gigabyte-geforce-rtx-3060-ti-eagle-oc-8gb-gddr6x.html","Gigabyte GeForce RTX 3060 Ti EAGLE OC 8GB GDDR6X","1 899,00 zł","GeForce RTX 3060 Ti","8 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_31_14_15_20_474_00.jpg"
"1698055098-229","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1115190-karta-graficzna-intel-intel-arc-a750-8gb-gddr6.html","Intel Arc A750 8GB GDDR6","899,00 zł","Intel Arc A750","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/2/pr_2023_2_7_11_27_18_551_02.jpg"
"1698055107-230","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/661715-karta-graficzna-nvidia-gigabyte-geforce-rtx-3060-eagle-oc-lhr-12gb-gddr6.html","Gigabyte GeForce RTX 3060 EAGLE OC LHR 12GB GDDR6","1 519,00 zł","GeForce RTX 3060","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/6/pr_2021_6_15_13_30_27_153_06.jpg"
"1698055116-231","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/661713-karta-graficzna-nvidia-gigabyte-geforce-rtx-3060-gaming-oc-lhr-12gb-gddr6.html","Gigabyte GeForce RTX 3060 GAMING OC LHR 12GB GDDR6","1 599,00 zł","GeForce RTX 3060","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/6/pr_2021_6_15_13_24_23_26_05.jpg"
