web-scraper-order,web-scraper-start-url,link,link-href,name,price,power,standard,certificate,type,image-src
"1698054695-139","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/1159630-zasilacz-do-komputera-ocpc-energia-ii-1200w-80-plus-platinum-atx-30.html","OCPC ENERGIA II 1200W 80 Plus Platinum ATX 3.0","799,00 zł","1200 W","ATX","80 PLUS Platinum","Modularny","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_10_14_41_46_740_00.jpg"
"1698054702-140","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/1164368-zasilacz-do-komputera-thermaltake-toughpower-sfx-750w-80-plus-gold.html","Thermaltake Toughpower SFX 750W 80 Plus Gold","749,00 zł","750 W","SFX","80 PLUS Gold","Modularny","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_1_8_53_31_474_00.jpg"
"1698054709-141","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/1164406-zasilacz-do-komputera-thermaltake-toughpower-sfx-1000w-80-plus-gold.html","Thermaltake  Toughpower SFX 1000W 80 Plus Gold","999,00 zł","1000 W","SFX","80 PLUS Gold","Modularny","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_1_9_9_38_203_00.jpg"
"1698054717-142","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/1164987-zasilacz-do-komputera-fsp-fortron-dagger-pro-850w-80-plus-gold-atx-30.html","FSP/Fortron DAGGER PRO 850W 80 Plus Gold ATX 3.0","699,00 zł","850 W","ATX 3.0","90% przy 230V oraz 20-100% obciążeniu.","80 PLUS Gold","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_7_12_44_49_254_00.jpg"
"1698054724-143","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/1187281-zasilacz-do-komputera-endorfy-supremo-fm5-650w-80-plus-gold.html","ENDORFY Supremo FM5 650W 80 Plus Gold","439,00 zł","650 W","ATX","80 PLUS Gold","Modularny","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/10/pr_2023_10_11_14_18_40_821_00.jpg"
"1698054731-144","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/1187784-zasilacz-do-komputera-chieftec-atmos-750w-80-plus-gold-atx-30.html","Chieftec Atmos 750W 80 Plus Gold ATX 3.0","549,00 zł","750 W","ATX 3.0","80 PLUS Gold","Modularny","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/10/pr_2023_10_12_12_47_6_4_02.jpg"
"1698054739-145","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/1187802-zasilacz-do-komputera-chieftec-atmos-850w-80-plus-gold-atx-30.html","Chieftec Atmos 850W 80 Plus Gold ATX 3.0","599,00 zł","850 W","ATX 3.0","80 PLUS Gold","Modularny","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/10/pr_2023_10_12_12_47_6_4_02.jpg"
"1698054747-146","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/1189122-zasilacz-do-komputera-seasonic-vertex-px-750w-80-plus-platinum.html","Seasonic VERTEX PX 750W 80 Plus Platinum","949,00 zł","750 W","ATX 3.0","80 PLUS Platinum","Modularny","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/10/pr_2023_10_19_14_22_12_374_01.jpg"
"1698054753-147","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/1189125-zasilacz-do-komputera-seasonic-vertex-px-850w-80-plus-platinum.html","Seasonic VERTEX PX 850W 80 Plus Platinum","1 099,00 zł","850 W","ATX 3.0","80 PLUS Platinum","Modularny","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/10/pr_2023_10_19_14_22_12_374_01.jpg"
"1698054759-148","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/217427-zasilacz-do-komputera-chieftec-a90-550w-80-plus-gold.html","Chieftec A90 550W 80 Plus Gold","349,00 zł","550 W","ATX","90% przy 230V oraz 20-100% obciążeniu.","Pół modularny","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_30_13_58_35_288_00.jpg"
"1698054768-149","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/222656-zasilacz-do-komputera-thermaltake-smart-se-630w.html","Thermaltake Smart SE 630W","319,00 zł","630 W","ATX","87% przy 230V oraz 20-100% obciążeniu.","Niecertyfikowany","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/9/pr_2021_9_6_11_19_29_634_00.jpg"
"1698054777-150","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/325340-zasilacz-do-komputera-modecom-volcano-750w-80-plus-gold.html","MODECOM Volcano 750W 80 Plus Gold","419,00 zł","750 W","ATX","90% przy 230V oraz 20-100% obciążeniu.","80 PLUS Gold","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_31_12_13_16_624_00.jpg"
"1698054785-151","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/402139-zasilacz-do-komputera-thermaltake-toughpower-grand-rgb-650w-80-plus-gold.html","Thermaltake Toughpower Grand RGB 650W 80 Plus Gold","499,00 zł","650 W","ATX","90% przy 230V oraz 20-100% obciążeniu.","80 PLUS Gold","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_27_14_24_51_434_00.jpg"
"1698054792-152","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/402360-zasilacz-do-komputera-thermaltake-smart-rgb-500w-80-plus.html","Thermaltake Smart RGB 500W 80 Plus","219,00 zł","500 W","ATX","82-86% przy 230V oraz 20-100% obciążeniu.","80 PLUS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_27_14_21_47_823_00.jpg"
"1698054801-153","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/404886-zasilacz-do-komputera-chieftec-iarena-series-500w.html","Chieftec iArena Series 500W","229,00 zł","500 W","ATX","80% przy 230V oraz 20-100% obciążeniu.","Niecertyfikowany","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_30_14_1_34_307_00.jpg"
"1698054806-154","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/404888-zasilacz-do-komputera-chieftec-iarena-series-400w.html","Chieftec iArena Series 400W","209,00 zł","400 W","ATX","85% przy 230V oraz 20-100% obciążeniu.","Niemodularny","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_30_14_3_13_26_00.jpg"
"1698054814-155","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/405234-zasilacz-do-komputera-chieftec-proton-500w-80-plus-bronze.html","Chieftec Proton 500W 80 Plus Bronze","279,00 zł","500 W","ATX","85% przy 230V oraz 20-100% obciążeniu.","80 PLUS Bronze","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_30_14_4_50_433_00.jpg"
"1698054820-156","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/407534-zasilacz-do-komputera-sharkoon-silentstorm-sfx-450w-80-plus-bronze.html","Sharkoon SilentStorm SFX 450W 80 Plus Bronze","299,00 zł","450 W","SFX","82-85% przy 230V oraz 20-100% obciążeniu.","80 PLUS Bronze","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/9/pr_2021_9_6_8_8_58_76_00.jpg"
"1698054826-157","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/471682-zasilacz-do-komputera-be-quiet-sfx-l-power-500w-80-plus-gold.html","be quiet! SFX-L POWER 500W 80 Plus Gold","549,00 zł","500 W","SFX","92% przy 230V oraz 20-100% obciążeniu.","80 PLUS Gold","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/9/pr_2021_9_9_14_45_14_791_00.jpg"
"1698054838-158","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/509251-zasilacz-do-komputera-be-quiet-system-power-9-cm-600w-80-plus-bronze.html","be quiet! System Power 9 CM 600W 80 Plus Bronze","349,00 zł","600 W","ATX","89% przy 230V oraz 20-100% obciążeniu.","80 PLUS Bronze","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/9/pr_2021_9_9_13_19_35_796_00.jpg"
"1698054845-159","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/592513-zasilacz-do-komputera-chieftec-task-500w-80-plus-bronze.html","Chieftec Task 500W 80 Plus Bronze","249,00 zł","500 W","ATX","85% przy 230V oraz 20-100% obciążeniu.","80 PLUS Bronze","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/9/pr_2020_9_23_11_37_10_324_00.jpg"
"1698054853-160","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/592522-zasilacz-do-komputera-chieftec-compact-series-sfx-650w-80-plus-gold.html","Chieftec Compact Series SFX 650W 80 Plus Gold","449,00 zł","650 W","SFX","90% przy 230V oraz 20-100% obciążeniu.","80 PLUS Gold","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/9/pr_2020_9_23_10_4_56_986_00.jpg"
"1698054862-161","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/598104-zasilacz-do-komputera-xpg-pylon-750w-80-plus-bronze.html","XPG Pylon 750W 80 Plus Bronze","349,00 zł","750 W","ATX","82-85% przy 230V oraz 20-100% obciążeniu.","80 PLUS Bronze","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/10/pr_2020_10_19_17_3_33_520_00.jpg"
"1698054869-162","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/619905-zasilacz-do-komputera-chieftronic-powerup-750w-80-plus-gold.html","Chieftronic PowerUP 750W 80 Plus Gold","449,00 zł","750 W","ATX","91% przy 230V oraz 20-100% obciążeniu.","80 PLUS Gold","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_15_14_7_22_836_00.jpg"
"1698054876-163","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/641991-zasilacz-do-komputera-aerocool-lux-rgb-750w-80-plus-bronze.html","AeroCool Lux RGB 750W 80 Plus Bronze","319,00 zł","750 W","ATX","80-88% przy 230V oraz 20-100% obciążeniu.","80 PLUS Bronze","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/3/pr_2021_3_29_14_21_30_954_04.jpg"
"1698054882-164","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/641997-zasilacz-do-komputera-aerocool-vx-750w-80-plus.html","AeroCool VX 750W 80 Plus","299,00 zł","750 W","ATX","79-81% przy 230V oraz 20-100% obciążeniu.","80 PLUS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/3/pr_2021_3_30_8_16_34_253_00.jpg"
"1698054888-165","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/642030-zasilacz-do-komputera-aerocool-lux-rgb-550w-80-plus-bronze.html","AeroCool Lux RGB 550W 80 Plus Bronze","239,00 zł","550 W","ATX","80-88% przy 230V oraz 20-100% obciążeniu.","80 PLUS Bronze","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/3/pr_2021_3_29_13_54_2_974_03.jpg"
"1698054893-166","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/642128-zasilacz-do-komputera-seasonic-prime-fanless-tx-700w-80-plus-titanium.html","Seasonic Prime Fanless TX 700W 80 Plus Titanium","1 249,00 zł","700 W","ATX","90-94% przy 230V oraz 20-100% obciążeniu.","80 PLUS Titanium","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_30_14_52_3_555_00.jpg"
"1698054901-167","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/642797-zasilacz-do-komputera-fractal-design-ion-850w-80-plus-gold.html","Fractal Design Ion 850W 80 Plus Gold","579,00 zł","850 W","ATX","80 PLUS Gold","Modularny","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/4/pr_2021_4_16_8_50_20_168_02.jpg"
"1698054935-172","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/647706-zasilacz-do-komputera-be-quiet-tfx-power-3-300w-80-plus-gold.html","be quiet! TFX Power 3 300W 80 Plus Gold","299,00 zł","300 W","TFX","80 PLUS Gold","Niemodularny","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/9/pr_2021_9_6_11_54_23_50_00.jpg"
"1698054940-173","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/648206-zasilacz-do-komputera-silverstone-strider-400w-80-plus.html","SilverStone Strider 400W 80 Plus","199,00 zł","400 W","ATX","82-85% przy 230V oraz 20-100% obciążeniu.","80 PLUS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_30_15_17_10_121_00.jpg"
"1698054946-174","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/656735-zasilacz-do-komputera-chieftec-polaris-1050w-80-plus-gold.html","Chieftec Polaris 1050W 80 Plus Gold","759,00 zł","1050 W","ATX","80 PLUS Gold","Modularny","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/6/pr_2021_6_7_10_48_53_597_00.jpg"
"1698054953-175","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/665915-zasilacz-do-komputera-sharkoon-shp-700w-80-plus-bronze.html","Sharkoon SHP 700W 80 Plus Bronze","299,00 zł","700 W","ATX","82-85% przy 230V oraz 20-100% obciążeniu.","80 PLUS Bronze","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_1_15_47_57_240_01.jpg"
"1698054959-176","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/668557-zasilacz-do-komputera-1stcool-miner-series-1600w-80-plus-gold.html","1stCOOl Miner Series 1600W 80 Plus Gold","999,00 zł","1600 W","ATX","90% przy 230V oraz 20-100% obciążeniu.","80 PLUS Gold","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_31_13_53_30_697_00.jpg"
"1698054964-177","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/669014-zasilacz-do-komputera-thermaltake-smart-bx1-rgb-650w-80-plus-bronze.html","Thermaltake Smart BX1 RGB 650W 80 Plus Bronze","319,00 zł","650 W","ATX","88% przy 230V oraz 20-100% obciążeniu.","80 PLUS Bronze","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_27_15_12_36_328_00.jpg"
"1698054970-178","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/670719-zasilacz-do-komputera-akyga-basic-420w.html","Akyga Basic 420W","89,00 zł","420 W","ATX",">70% przy 230V oraz 20-100% obciążeniu.","Niecertyfikowany","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_28_7_46_45_390_02.jpg"
"1698054980-179","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/670723-zasilacz-do-komputera-akyga-basic-500w.html","Akyga Basic 500W","109,00 zł","500 W","ATX",">70% przy 230V oraz 20-100% obciążeniu.","Niecertyfikowany","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_31_11_26_44_685_00.jpg"
"1698054987-180","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/670731-zasilacz-do-komputera-akyga-basic-550w.html","Akyga Basic 550W","119,00 zł","550 W","ATX",">70% przy 230V oraz 20-100% obciążeniu.","Niecertyfikowany","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_31_11_25_24_182_00.jpg"
"1698054994-181","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/670798-zasilacz-do-komputera-akyga-pro-semi-modular-600w.html","Akyga PRO Semi Modular 600W","179,00 zł","600 W","ATX",">70% przy 230V oraz 20-100% obciążeniu.","Niecertyfikowany","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_28_9_7_0_258_01.jpg"
"1698055002-182","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/687002-zasilacz-do-komputera-seasonic-b12-850w-80-plus-bronze.html","Seasonic B12 850W 80 Plus Bronze","449,00 zł","850 W","ATX","82-85% przy 230V oraz 20-100% obciążeniu.","80 PLUS Bronze","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_11_13_21_50_176_02.jpg"
"1698055009-183","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/687011-zasilacz-do-komputera-seasonic-g12-750w-80-plus-gold.html","Seasonic G12 750W 80 Plus Gold","449,00 zł","750 W","ATX","87-90% przy 230V oraz 20-100% obciążeniu.","80 PLUS Gold","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_11_13_29_13_348_02.jpg"
"1698055020-184","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/690177-zasilacz-do-komputera-fractal-design-ion-2-760w-80-plus-platinum.html","Fractal Design Ion+ 2 760W 80 Plus Platinum","799,00 zł","760 W","ATX","80 PLUS Platinum","Modularny","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_19_7_47_1_680_02.jpg"
"1698055042-187","https://www.x-kom.pl/g-5/c/2493-zasilacze-komputerowe.html?hide_unavailable=1","","https://www.x-kom.pl/p/708110-zasilacz-do-komputera-fsp-fortron-hexa-pro-350w-80-plus-bronze.html","FSP/Fortron HEXA PRO 350W 80 Plus Bronze","219,00 zł","350 W","ATX","85% przy 230V oraz 20-100% obciążeniu.","80 PLUS Bronze","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/12/pr_2021_12_23_9_57_37_664_00.jpg"
